timestamp,open,high,low,close,volume,trade_count,vwap
2019-09-26 04:00:00+00:00,49.73,49.73,49.61,49.61,4845,10,49.665748
2019-09-27 04:00:00+00:00,49.63,49.63,49.43,49.48,18122,52,49.52778
2019-09-30 04:00:00+00:00,48.83,49.4161,48.83,49.349,5935,14,49.315516
2019-10-01 04:00:00+00:00,49.1775,49.3,49.07,49.08,21859,41,49.130443
2019-10-02 04:00:00+00:00,48.59,48.59,48.3498,48.35,7461,41,48.428087
2019-10-03 04:00:00+00:00,48.09,48.54,48.09,48.48,13556,86,48.409772
2019-10-04 04:00:00+00:00,48.72,48.72,48.69,48.69,71082,5,48.575957
2019-10-07 04:00:00+00:00,48.73,48.73,48.6811,48.6811,33089,6,48.635503
2019-10-08 04:00:00+00:00,48.28,48.41,48.2368,48.3,22108,10,48.401013
2019-10-09 04:00:00+00:00,48.3,48.3,48.3,48.3,0,0,0.0
2019-10-10 04:00:00+00:00,48.76,49.12,48.76,48.9476,22677,70,48.978013
2019-10-11 04:00:00+00:00,49.88,50.07,49.88,49.94,2806,5,50.016871
2019-10-14 04:00:00+00:00,49.9,49.94,49.875,49.875,24591,63,49.914225
2019-10-15 04:00:00+00:00,50.05,50.61,50.05,50.57,6213,55,50.272836
2019-10-16 04:00:00+00:00,50.65,50.67,50.5685,50.5685,28362,18,50.650256
2019-10-17 04:00:00+00:00,51.03,51.03,50.7294,50.81,53218,96,50.760294
2019-10-18 04:00:00+00:00,50.8268,51.0,50.78,51.0,2749,9,50.824308
2019-10-21 04:00:00+00:00,51.38,51.38,51.259,51.2642,17909,88,51.32195
2019-10-22 04:00:00+00:00,51.16,51.2999,51.16,51.2999,1509,16,51.23136
2019-10-23 04:00:00+00:00,51.32,51.48,51.32,51.47,105770,328,51.336842
2019-10-24 04:00:00+00:00,51.55,51.65,51.5,51.5099,421144,53,51.371502
2019-10-25 04:00:00+00:00,51.5434,51.62,51.4699,51.62,1476,15,51.541123
2019-10-28 04:00:00+00:00,51.7111,52.3775,51.6716,51.85,21695,71,51.835012
2019-10-29 04:00:00+00:00,51.67,52.1499,51.67,51.8999,20784,71,51.928626
2019-10-30 04:00:00+00:00,51.81,52.005,51.49,51.832,12977,49,51.676797
2019-10-31 04:00:00+00:00,51.61,51.69,51.5933,51.68,9628,25,51.647524
2019-11-01 04:00:00+00:00,52.0924,52.2627,52.0924,52.1473,8731,38,52.190203
2019-11-04 05:00:00+00:00,52.59,52.71,52.5496,52.6,23487,111,52.632992
2019-11-05 05:00:00+00:00,52.56,52.73,52.52,52.65,8111,66,52.606034
2019-11-06 05:00:00+00:00,52.64,52.8,52.57,52.69,8976,77,52.661722
2019-11-07 05:00:00+00:00,52.87,57.9,52.79,52.89,12636,52,53.012086
2019-11-08 05:00:00+00:00,52.68,52.8,52.48,52.76,45238,74,52.007236
2019-11-11 05:00:00+00:00,52.74,52.82,52.74,52.82,2774,16,52.757491
2019-11-12 05:00:00+00:00,52.7672,52.89,52.7672,52.86,8593,40,52.853501
2019-11-13 05:00:00+00:00,52.5654,52.71,52.5654,52.69,9490,39,52.665385
2019-11-14 05:00:00+00:00,52.39,52.41,52.3326,52.3994,4136,18,52.392645
2019-11-15 05:00:00+00:00,52.89,53.12,52.89,53.09,7240,53,53.092778
2019-11-18 05:00:00+00:00,52.95,53.2625,52.86,53.0699,12864,47,53.056246
2019-11-19 05:00:00+00:00,53.1,53.1,52.6948,52.88,22431,34,52.859688
2019-11-20 05:00:00+00:00,52.5592,52.56,52.4489,52.5,2579,10,52.526486
2019-11-21 05:00:00+00:00,52.5,52.5,52.33,52.3882,2414,17,52.39137
2019-11-22 05:00:00+00:00,52.61,52.61,52.4307,52.53,1024,8,52.543386
2019-11-25 05:00:00+00:00,52.7383,52.84,52.7357,52.8053,4480,50,52.804583
2019-11-26 05:00:00+00:00,52.87,52.92,52.7957,52.83,2969,20,52.846058
2019-11-27 05:00:00+00:00,53.03,53.18,52.96,53.18,2890,26,53.082705
2019-11-29 05:00:00+00:00,52.83,52.83,52.8,52.8,475,14,52.819862
2019-12-02 05:00:00+00:00,52.68,52.8,52.47,52.76,29834,54,52.663337
2019-12-03 05:00:00+00:00,52.41,52.58,52.26,52.57,5267,36,52.343146
2019-12-04 05:00:00+00:00,53.06,53.25,52.97,53.25,3158,16,53.134551
